"","treatment","race","sofa_start","sofa_end","psi","i_ci","s_ci","pvalue","n"
"1","ventilation_bin","all",0,3,0.0734668522303828,0.060912339023993,0.0860213654367727,1.87561066264761e-30,20753
"2","ventilation_bin","all",4,6,0.0610570570424261,0.0493087883077006,0.0728053257771516,2.28199670573453e-24,20447
"3","ventilation_bin","all",7,10,0.0530058248111238,0.0357397311355648,0.0702719184866829,1.7759452305865e-09,11878
"4","ventilation_bin","all",11,100,-0.0300520467075845,-0.0707745293663939,0.0106704359512248,0.148058071419096,4604
"5","ventilation_bin","non-white",0,3,0.0591845682114183,0.0316486639994693,0.0867204724233673,2.52285386070653e-05,3775
"6","ventilation_bin","non-white",4,6,0.0684103400321894,0.0417203512546978,0.095100328809681,5.06678838405518e-07,3862
"7","ventilation_bin","non-white",7,10,0.0612459768985338,0.0249713504546016,0.097520603342466,0.000935434376649951,2462
"8","ventilation_bin","non-white",11,100,0.0078471088823695,-0.0872278064592525,0.102922024223991,0.871486445304403,971
"9","ventilation_bin","white",0,3,0.0754939604673372,0.0614774719247941,0.0895104490098803,4.7289174976599e-26,16978
"10","ventilation_bin","white",4,6,0.0597248129613926,0.0466396984868494,0.0728099274359359,3.682912871828e-19,16585
"11","ventilation_bin","white",7,10,0.0495566366739246,0.0298498850044021,0.0692633883434471,8.27282611684425e-07,9416
"12","ventilation_bin","white",11,100,-0.0435829333793418,-0.0878614471102694,0.000695580351585706,0.0537048029842849,3633
"13","rrt","all",0,3,0.118451420239145,0.10619350192393,0.13070933855436,5.3412765791789e-80,20753
"14","rrt","all",4,6,0.0989964032204647,0.0791091989999171,0.118883607441012,1.72728681498906e-22,20447
"15","rrt","all",7,10,0.0741471493833177,0.0468816292306061,0.101412669536029,9.81495081972162e-08,11878
"16","rrt","all",11,100,-0.0192057667098917,-0.0537164470278907,0.0153049136081073,0.275372978153685,4604
"17","rrt","non-white",0,3,0.077661846894964,0.0486312997155832,0.106692394074345,1.57689944998622e-07,3775
"18","rrt","non-white",4,6,0.100609087817102,0.0602428824980511,0.140975293136154,1.03365162593495e-06,3862
"19","rrt","non-white",7,10,0.00147169635157407,-0.0537643034734097,0.0567076961765578,0.958351940911673,2462
"20","rrt","non-white",11,100,-0.0416541005004661,-0.127029486690728,0.0437212856897955,0.338935153621936,971
"21","rrt","white",0,3,0.129534840916891,0.116032646143971,0.143037035689812,7.07166667589954e-79,16978
"22","rrt","white",4,6,0.141092201190198,0.120263344317404,0.161921058062992,3.15565441962999e-40,16585
"23","rrt","white",7,10,0.0928451674564548,0.0617188767993017,0.123971458113608,5.0234640051608e-09,9416
"24","rrt","white",11,100,-0.0174108776691864,-0.0555294896750641,0.0207077343366914,0.370658609837966,3633
"25","pressor","all",0,3,0.0341373984549816,0.0238124872905649,0.0444623096193983,9.14946471713831e-11,20753
"26","pressor","all",4,6,0.0144735670195504,0.00365977178442239,0.0252873622546785,0.0087073991688911,20447
"27","pressor","all",7,10,0.0485225010320645,0.0310205262317301,0.066024475832399,5.51333475367647e-08,11878
"28","pressor","all",11,100,0.0750627896322421,0.0294374281701785,0.120688151094306,0.0012615335724842,4604
"29","pressor","non-white",0,3,0.0503891990377977,0.0251184029550316,0.0756599951205639,9.29938572771661e-05,3775
"30","pressor","non-white",4,6,0.0185057084033287,-0.00580933928358068,0.042820756090238,0.13577315124092,3862
"31","pressor","non-white",7,10,0.0741764462872305,0.0381833746755931,0.110169517898868,5.36171787333502e-05,2462
"32","pressor","non-white",11,100,0.142058738246195,0.0443508787070939,0.239766597785297,0.00437646517139339,971
"33","pressor","white",0,3,0.0307605330411721,0.0194035788285402,0.0421174872538039,1.10410851815139e-07,16978
"34","pressor","white",4,6,0.012874732249008,0.000808399668852827,0.0249410648291632,0.0365000373471585,16585
"35","pressor","white",7,10,0.0414480435284348,0.0213986386676086,0.0614974483892611,5.08035773040323e-05,9416
"36","pressor","white",11,100,0.0480444879236421,-0.00221070345009284,0.0982996792973771,0.0609606887080207,3633
