"","outcome","treatment","cohort","race","prob_mort_start","prob_mort_end","psi","i_ci","s_ci","pvalue","n","SL_libraries","Q_weights","g_weights"
"1","free_days_rrt_28","mv_elig","MIMIC","white","0","0.06","0.0377591519416045","-0.142671103638576","0.218189407521785","0.681677750439434","3670","SL.glm SL.mean","0.978338799068297 0.0216612009317027","1 0"
"2","free_days_rrt_28","mv_elig","MIMIC","white","0.06","0.11","-0.0859917220773191","-0.362419544812367","0.190436100657729","0.542046816611053","4330","SL.glm SL.mean","0.984474968044788 0.0155250319552122","0.984034007187801 0.0159659928121986"
"3","free_days_rrt_28","mv_elig","MIMIC","white","0.11","0.21","-0.0522855291889201","-0.319505818445958","0.214934760068118","0.701347249613717","4059","SL.glm SL.mean","0.972696493541703 0.0273035064582974","1 0"
"4","free_days_rrt_28","mv_elig","MIMIC","white","0.21","1","-0.551417681609554","-1.04035093192794","-0.062484431291166","0.0270716565204235","3864","SL.glm SL.mean","0.976051627529419 0.0239483724705815","0.998089034342769 0.00191096565723156"
"5","free_days_rrt_28","mv_elig","MIMIC","non-white","0","0.06","0.417583720749739","-0.202201677712246","1.03736911921172","0.186647963172731","824","SL.glm SL.mean","0.942732570899248 0.0572674291007521","0.733024104090733 0.266975895909267"
"6","free_days_rrt_28","mv_elig","MIMIC","non-white","0.06","0.11","0.389016492543741","-0.46498651854299","1.24301950363047","0.371952723039188","933","SL.glm SL.mean","0.948963765357706 0.0510362346422942","0.935694271302005 0.064305728697995"
"7","free_days_rrt_28","mv_elig","MIMIC","non-white","0.11","0.21","-0.422285256754336","-1.02402814228128","0.179457628772605","0.168985874740421","855","SL.glm SL.mean","0.947099623117844 0.0529003768821562","0.937619884692554 0.0623801153074461"
"8","free_days_rrt_28","mv_elig","MIMIC","non-white","0.21","1","0.146734729821827","-0.882195825996901","1.17566528564055","0.779850712447602","884","SL.glm SL.mean","0.912296924162827 0.0877030758371733","0.934000107146948 0.0659998928530515"
"9","free_days_rrt_28","rrt_elig","MIMIC","white","0","0.06","7.93599104383518","7.3574963409177","8.51448574675266","3.03734648362547e-159","3670","SL.glm SL.mean","0.985990646774323 0.0140093532256774","0.982575528917973 0.0174244710820267"
"10","free_days_rrt_28","rrt_elig","MIMIC","white","0.06","0.11","9.31735526826379","8.74628226739777","9.88842826912982","2.17566121494052e-224","4330","SL.glm SL.mean","0.981428488278345 0.0185715117216546","0.90548902611664 0.0945109738833604"
"11","free_days_rrt_28","rrt_elig","MIMIC","white","0.11","0.21","10.343014221372","9.6627206048175","11.0233078379266","3.98305549773224e-195","4059","SL.glm SL.mean","0.986980662985423 0.0130193370145774","0.982907973276847 0.0170920267231534"
"12","free_days_rrt_28","rrt_elig","MIMIC","white","0.21","1","7.76583465759459","6.96508313150754","8.56658618368164","1.45211658070272e-80","3864","SL.glm SL.mean","0.97097442504959 0.0290255749504104","0.978716587439258 0.0212834125607417"
"13","free_days_rrt_28","rrt_elig","MIMIC","non-white","0","0.06","14.0260394396482","12.9697563335773","15.0823225457192","2.50232955378266e-149","824","SL.glm SL.mean","0.924854537807507 0.0751454621924931","0.856182291965088 0.143817708034912"
"14","free_days_rrt_28","rrt_elig","MIMIC","non-white","0.06","0.11","13.4885236312931","11.9384168942221","15.0386303683641","3.19332385088553e-65","933","SL.glm SL.mean","0.948259242329621 0.0517407576703792","0.909310173318693 0.0906898266813073"
"15","free_days_rrt_28","rrt_elig","MIMIC","non-white","0.11","0.21","6.75857712562333","5.48200063514603","8.03515361610064","3.16112901269019e-25","855","SL.glm SL.mean","0.934117936132362 0.0658820638676379","0.902857413976243 0.0971425860237568"
"16","free_days_rrt_28","rrt_elig","MIMIC","non-white","0.21","1","6.97477501162644","5.62479130576605","8.32475871748683","4.21628896293971e-24","884","SL.glm SL.mean","0.923980211131136 0.0760197888688638","0.922720353829292 0.0772796461707078"
"17","free_days_rrt_28","vp_elig","MIMIC","white","0","0.06","0.0927484696769808","-0.158486398620341","0.343983337974302","0.469327352339215","3670","SL.glm SL.mean","0.977654022148725 0.022345977851275","0.984191899519364 0.0158081004806359"
"18","free_days_rrt_28","vp_elig","MIMIC","white","0.06","0.11","-0.0393433967351606","-0.236892485870317","0.158205692399996","0.696278613564987","4330","SL.glm SL.mean","0.981245099389934 0.0187549006100657","0.868291303816338 0.131708696183662"
"19","free_days_rrt_28","vp_elig","MIMIC","white","0.11","0.21","-0.132552407385884","-0.35596021930104","0.0908554045292707","0.244866855350507","4059","SL.glm SL.mean","0.982960641399481 0.0170393586005189","0.96049482579109 0.0395051742089105"
"20","free_days_rrt_28","vp_elig","MIMIC","white","0.21","1","-0.00961894303027838","-0.436827818616569","0.417589932556012","0.964800031958624","3864","SL.glm SL.mean","0.972130955635475 0.0278690443645247","1 0"
"21","free_days_rrt_28","vp_elig","MIMIC","non-white","0","0.06","0.321055967019464","-0.444004906395441","1.08611684043437","0.41078708703791","824","SL.glm SL.mean","0.942580827755965 0.0574191722440351","0.796576178650267 0.203423821349733"
"22","free_days_rrt_28","vp_elig","MIMIC","non-white","0.06","0.11","0.823101037866495","0.282402760507541","1.36379931522545","0.00284791726537363","933","SL.glm SL.mean","0.960947993032202 0.0390520069677977","0.999872444367155 0.000127555632844499"
"23","free_days_rrt_28","vp_elig","MIMIC","non-white","0.11","0.21","0.368148007452331","-0.273608855689263","1.00990487059392","0.260857460992122","855","SL.glm SL.mean","0.933243543021311 0.0667564569786886","0.545022711670325 0.454977288329675"
